county,muni,reporting_unit_name,congressional_district,senate_district,assembly_district,brad_schimel_rep,josh_kaul_dem,terry_larson_con,scattering,race
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 111,Congressional - District 4,State Senate - District 6,Assembly - District 16,10,390,10,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 112,Congressional - District 4,State Senate - District 4,Assembly - District 10,14,453,7,3,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 113,Congressional - District 4,State Senate - District 4,Assembly - District 10,9,422,9,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 114,Congressional - District 4,State Senate - District 4,Assembly - District 10,9,412,7,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 115,Congressional - District 4,State Senate - District 4,Assembly - District 10,18,686,12,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 116,Congressional - District 4,State Senate - District 4,Assembly - District 10,8,317,8,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 117,Congressional - District 4,State Senate - District 4,Assembly - District 10,13,403,8,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 118,Congressional - District 4,State Senate - District 4,Assembly - District 10,23,463,4,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 119,Congressional - District 4,State Senate - District 4,Assembly - District 10,13,502,15,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 120,Congressional - District 4,State Senate - District 4,Assembly - District 10,16,390,8,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 121,Congressional - District 4,State Senate - District 4,Assembly - District 10,21,522,13,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 122,Congressional - District 4,State Senate - District 4,Assembly - District 10,25,556,11,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 123,Congressional - District 4,State Senate - District 4,Assembly - District 10,54,720,13,3,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 124,Congressional - District 4,State Senate - District 4,Assembly - District 10,64,451,9,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 125,Congressional - District 4,State Senate - District 4,Assembly - District 10,118,934,13,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 126,Congressional - District 4,State Senate - District 7,Assembly - District 19,67,736,10,3,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 127,Congressional - District 4,State Senate - District 7,Assembly - District 19,216,964,17,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 128,Congressional - District 4,State Senate - District 7,Assembly - District 19,245,1057,20,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 129,Congressional - District 4,State Senate - District 7,Assembly - District 19,199,690,6,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 130,Congressional - District 4,State Senate - District 7,Assembly - District 19,263,725,20,5,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 131,Congressional - District 4,State Senate - District 7,Assembly - District 19,265,754,10,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 132,Congressional - District 4,State Senate - District 7,Assembly - District 19,407,1037,17,3,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 133,Congressional - District 4,State Senate - District 7,Assembly - District 19,96,616,17,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 134,Congressional - District 4,State Senate - District 7,Assembly - District 19,124,690,15,3,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 135,Congressional - District 4,State Senate - District 7,Assembly - District 19,145,830,23,3,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 136,Congressional - District 4,State Senate - District 7,Assembly - District 19,141,796,15,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 137,Congressional - District 4,State Senate - District 7,Assembly - District 19,82,506,14,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 138,Congressional - District 4,State Senate - District 6,Assembly - District 16,128,1705,32,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 139,Congressional - District 4,State Senate - District 6,Assembly - District 16,83,1042,21,5,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 140,Congressional - District 4,State Senate - District 4,Assembly - District 10,23,331,15,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 141,Congressional - District 4,State Senate - District 6,Assembly - District 16,24,413,15,3,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 142,Congressional - District 4,State Senate - District 6,Assembly - District 16,20,502,10,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 143,Congressional - District 4,State Senate - District 6,Assembly - District 16,16,371,9,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 144,Congressional - District 4,State Senate - District 6,Assembly - District 16,13,308,8,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 145,Congressional - District 4,State Senate - District 6,Assembly - District 16,8,200,5,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 146,Congressional - District 4,State Senate - District 4,Assembly - District 10,3,173,5,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 147,Congressional - District 4,State Senate - District 6,Assembly - District 16,24,626,16,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 148,Congressional - District 4,State Senate - District 6,Assembly - District 16,6,439,12,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 149,Congressional - District 4,State Senate - District 6,Assembly - District 16,21,550,8,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 150,Congressional - District 4,State Senate - District 6,Assembly - District 16,26,430,16,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 151,Congressional - District 4,State Senate - District 6,Assembly - District 16,14,343,5,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 152,Congressional - District 4,State Senate - District 6,Assembly - District 16,12,284,12,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 153,Congressional - District 4,State Senate - District 6,Assembly - District 18,36,512,10,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 154,Congressional - District 4,State Senate - District 6,Assembly - District 18,19,413,9,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 155,Congressional - District 4,State Senate - District 6,Assembly - District 18,17,326,16,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 156,Congressional - District 4,State Senate - District 6,Assembly - District 18,40,555,7,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 157,Congressional - District 4,State Senate - District 6,Assembly - District 18,40,396,8,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 158,Congressional - District 4,State Senate - District 6,Assembly - District 18,23,379,8,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 159,Congressional - District 4,State Senate - District 6,Assembly - District 18,28,326,14,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 160,Congressional - District 4,State Senate - District 6,Assembly - District 18,17,488,6,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 161,Congressional - District 4,State Senate - District 6,Assembly - District 17,12,136,3,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 162,Congressional - District 4,State Senate - District 6,Assembly - District 17,6,282,3,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 163,Congressional - District 4,State Senate - District 6,Assembly - District 17,35,478,9,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 164,Congressional - District 4,State Senate - District 6,Assembly - District 17,97,604,22,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 165,Congressional - District 4,State Senate - District 6,Assembly - District 17,119,519,11,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 166,Congressional - District 4,State Senate - District 6,Assembly - District 17,53,215,6,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 167,Congressional - District 4,State Senate - District 6,Assembly - District 18,141,599,16,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 168,Congressional - District 4,State Senate - District 6,Assembly - District 18,294,1039,22,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 169,Congressional - District 4,State Senate - District 6,Assembly - District 18,15,362,10,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 170,Congressional - District 4,State Senate - District 6,Assembly - District 16,11,277,8,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 171,Congressional - District 4,State Senate - District 6,Assembly - District 18,7,113,3,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 172,Congressional - District 4,State Senate - District 6,Assembly - District 18,23,353,11,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 173,Congressional - District 4,State Senate - District 6,Assembly - District 16,25,460,13,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 174,Congressional - District 4,State Senate - District 6,Assembly - District 16,26,647,10,3,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 175,Congressional - District 4,State Senate - District 6,Assembly - District 16,36,426,13,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 176,Congressional - District 4,State Senate - District 6,Assembly - District 16,31,541,12,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 177,Congressional - District 4,State Senate - District 6,Assembly - District 16,376,1367,22,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 178,Congressional - District 4,State Senate - District 7,Assembly - District 19,252,1040,27,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 179,Congressional - District 4,State Senate - District 7,Assembly - District 19,219,1153,25,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 180,Congressional - District 4,State Senate - District 7,Assembly - District 19,193,812,15,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 181,Congressional - District 4,State Senate - District 7,Assembly - District 19,379,1014,12,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 182,Congressional - District 4,State Senate - District 7,Assembly - District 19,263,1100,19,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 183,Congressional - District 4,State Senate - District 7,Assembly - District 19,487,1409,41,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 184,Congressional - District 4,State Senate - District 7,Assembly - District 19,354,892,23,3,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 185,Congressional - District 4,State Senate - District 7,Assembly - District 19,440,1228,25,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 186,Congressional - District 4,State Senate - District 7,Assembly - District 19,666,1333,15,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 187,Congressional - District 4,State Senate - District 6,Assembly - District 16,132,409,13,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 188,Congressional - District 4,State Senate - District 6,Assembly - District 16,106,321,4,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 189,Congressional - District 4,State Senate - District 6,Assembly - District 16,103,426,11,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 190,Congressional - District 4,State Senate - District 6,Assembly - District 16,263,683,17,4,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 191,Congressional - District 4,State Senate - District 6,Assembly - District 16,198,432,10,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 192,Congressional - District 4,State Senate - District 6,Assembly - District 18,143,539,12,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 193,Congressional - District 4,State Senate - District 6,Assembly - District 18,23,390,11,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 194,Congressional - District 4,State Senate - District 6,Assembly - District 18,47,404,8,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 195,Congressional - District 4,State Senate - District 6,Assembly - District 18,28,339,10,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 196,Congressional - District 4,State Senate - District 6,Assembly - District 18,68,503,21,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 197,Congressional - District 4,State Senate - District 6,Assembly - District 18,26,236,10,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 198,Congressional - District 4,State Senate - District 6,Assembly - District 18,66,482,16,4,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 199,Congressional - District 4,State Senate - District 6,Assembly - District 18,31,426,16,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 200,Congressional - District 4,State Senate - District 6,Assembly - District 18,46,301,10,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 201,Congressional - District 4,State Senate - District 6,Assembly - District 18,36,283,4,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 202,Congressional - District 4,State Senate - District 6,Assembly - District 18,110,539,14,3,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 203,Congressional - District 4,State Senate - District 6,Assembly - District 18,196,693,14,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 204,Congressional - District 4,State Senate - District 6,Assembly - District 18,195,556,6,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 205,Congressional - District 4,State Senate - District 6,Assembly - District 18,179,479,18,2,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 206,Congressional - District 4,State Senate - District 3,Assembly - District 7,130,352,10,0,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 207,Congressional - District 4,State Senate - District 3,Assembly - District 7,233,389,28,1,attorney general
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 208,Congressional - District 4,State Senate - District 5,Assembly - District 13,264,425,15,2,attorney general
